"","X","Id","Title","LocationNormalized","ContractType","ContractTime","Company","Category","SalaryNormalized","SourceName","level"
"211",290,46627450," home care assistant ","Woking","part_time","","","Healthcare & Nursing Jobs",18240,"careworx.co.uk","Mid-Level"
"212",291,46627451," rgn ","Oxford","full_time","","","Healthcare & Nursing Jobs",27206,"careworx.co.uk","Mid-Level"
"213",292,46627470," bank staff night sitters ","Devon","","","","Healthcare & Nursing Jobs",11673,"careworx.co.uk","Mid-Level"
"214",294,46627487," part time band 5 pharmacy technician ","Lancashire","part_time","","","Healthcare & Nursing Jobs",34560,"careworx.co.uk","Mid-Level"
"215",296,46627497," nursery assistant ","Slough","","","","Healthcare & Nursing Jobs",16320,"careworx.co.uk","Mid-Level"
"216",305,46627516," ward manager","East Sussex","full_time","","","Healthcare & Nursing Jobs",32000,"careworx.co.uk","Senior"
"217",306,46627517," rmn ","London","full_time","","","Healthcare & Nursing Jobs",25920,"careworx.co.uk","Mid-Level"
"218",312,46627538," rgn unit manager","Cambridgeshire","full_time","","","Healthcare & Nursing Jobs",37500,"careworx.co.uk","Senior"
"219",313,46627559," head of care residential home in ","Manchester","full_time","","","Healthcare & Nursing Jobs",24400,"careworx.co.uk","Senior"
"220",314,46627562," locum podiatrist ","Liverpool","full_time","","","Healthcare & Nursing Jobs",48000,"careworx.co.uk","Mid-Level"
"221",322,46627661," paeds support worker","Chorley","part_time","","","Healthcare & Nursing Jobs",15523,"careworx.co.uk","Mid-Level"
"222",324,46627678," registsered nurse","Whittlebury","part_time","","","Healthcare & Nursing Jobs",45120,"careworx.co.uk","Mid-Level"
"223",327,46627702," health care assistant ","Brighton","part_time","","","Healthcare & Nursing Jobs",14880,"careworx.co.uk","Mid-Level"
"224",328,46627712," registered manager","Edwalton","full_time","","","Healthcare & Nursing Jobs",29000,"careworx.co.uk","Senior"
"225",329,46627722," teacher","South Molton","full_time","","","Healthcare & Nursing Jobs",25200,"careworx.co.uk","Mid-Level"
"226",333,46627737," health care assistant  on ","Southend-On-Sea","part_time","","","Healthcare & Nursing Jobs",13440,"careworx.co.uk","Mid-Level"
"227",347,46627795," registered care manager","London","full_time","","","Healthcare & Nursing Jobs",32000,"careworx.co.uk","Senior"
"228",350,46627840," agency healthcare assistants ormskirk burscough skelmersdale ","Southport","","","","Healthcare & Nursing Jobs",13392,"careworx.co.uk","Mid-Level"
"229",351,46627844," deputy unit manager","Gateshead","full_time","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Senior"
"230",364,46627928," care home manager","London","full_time","","","Healthcare & Nursing Jobs",37500,"careworx.co.uk","Senior"
"231",366,46627930," home care assistant  ","Potters Bar","part_time","","","Healthcare & Nursing Jobs",16320,"careworx.co.uk","Mid-Level"
"232",370,46627936," home care worker","Potters Bar","part_time","","","Healthcare & Nursing Jobs",16320,"careworx.co.uk","Mid-Level"
"233",373,46627943," nurses care assistants and support workers ","Aberdeen","","","","Healthcare & Nursing Jobs",39840,"careworx.co.uk","Mid-Level"
"234",375,46627952," domiciliary care field supervisor  ","Bexley","full_time","","","Healthcare & Nursing Jobs",19000,"careworx.co.uk","Mid-Level"
"235",377,46627973," nurses care assistants and support workers day in ","Edinburgh","","","","Healthcare & Nursing Jobs",39840,"careworx.co.uk","Mid-Level"
"236",378,46627974," band 7 paediatric occupational therapist north ","London","full_time","","","Healthcare & Nursing Jobs",54720,"careworx.co.uk","Mid-Level"
"237",383,46627981," paediatric nurse","Chorley","part_time","","","Healthcare & Nursing Jobs",15523,"careworx.co.uk","Mid-Level"
"238",386,46627994," care worker","Watford","part_time","","","Healthcare & Nursing Jobs",14400,"careworx.co.uk","Mid-Level"
"239",390,46628011," rgn rnld community nurse","Northampton","part_time","","","Healthcare & Nursing Jobs",45120,"careworx.co.uk","Mid-Level"
"240",391,46628012," agency care assistant ","Ormskirk","","","","Healthcare & Nursing Jobs",13392,"careworx.co.uk","Mid-Level"
"241",398,46628037," psychological wellbeing practitioner","Surrey","part_time","","","Healthcare & Nursing Jobs",36480,"careworx.co.uk","Mid-Level"
"242",399,46628053," health care assistants needed in  ","UK","","","","Healthcare & Nursing Jobs",20966,"careworx.co.uk","Mid-Level"
"243",400,46628055," health care assistants needed for nursing homes in  ","Eastbourne","","","","Healthcare & Nursing Jobs",20966,"careworx.co.uk","Mid-Level"
"244",401,46628057," nurses needed for acute hospital in  ","Redhill","","","","Healthcare & Nursing Jobs",42432,"careworx.co.uk","Mid-Level"
"245",402,46628058," nurses needed for hospitals in   ","Haywards Heath","","","","Healthcare & Nursing Jobs",42432,"careworx.co.uk","Mid-Level"
"246",403,46628059," pulse staffing are currently seeking nurses to work in a hospital setting ","West Sussex","","","","Healthcare & Nursing Jobs",42432,"careworx.co.uk","Mid-Level"
"247",404,46628060," nursing home nurses in  ","Horsham","","","","Healthcare & Nursing Jobs",36480,"careworx.co.uk","Mid-Level"
"248",405,46628061," registered nurses needed for nursing homes in ","Eastbourne","","","","Healthcare & Nursing Jobs",36480,"careworx.co.uk","Mid-Level"
"249",406,46628062," nurses healthcare assistants and support workers urgently required in ","Perth","","","","Healthcare & Nursing Jobs",39840,"careworx.co.uk","Mid-Level"
"250",407,46628063," rmn rgn in  area","Aberdeen","","","","Healthcare & Nursing Jobs",44640,"careworx.co.uk","Mid-Level"
"251",408,46628067," qualified high intensity therapist cbt therapist ","London","part_time","","","Healthcare & Nursing Jobs",48000,"careworx.co.uk","Mid-Level"
"252",411,46628082," female support workers ","Torquay","part_time","","","Healthcare & Nursing Jobs",16694,"careworx.co.uk","Mid-Level"
"253",419,46628200," rgn rmn nights ","Epsom","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"254",421,46628212," psychological wellbeing practitioner  ","East Sussex","part_time","","","Healthcare & Nursing Jobs",34560,"careworx.co.uk","Mid-Level"
"255",422,46628213," emergency department nurse","UK","full_time","","","Healthcare & Nursing Jobs",56000,"careworx.co.uk","Senior"
"256",423,46628215," psychological wellbeing practitioner ","Maidstone","part_time","","","Healthcare & Nursing Jobs",34560,"careworx.co.uk","Mid-Level"
"257",424,46628217," home care support worker","Brent Cross","part_time","","","Healthcare & Nursing Jobs",23040,"careworx.co.uk","Senior"
"258",427,46628249," dentist ","Kendal","full_time","","","Healthcare & Nursing Jobs",60000,"careworx.co.uk","Mid-Level"
"259",429,46628300," prison rgn ","Scotland","","","","Healthcare & Nursing Jobs",35520,"careworx.co.uk","Mid-Level"
"260",430,46628312," high intensity therapist ","Hertfordshire","full_time","","","Healthcare & Nursing Jobs",48000,"careworx.co.uk","Mid-Level"
"261",431,46628340," surgical ward nurse","Wolverhampton","full_time","","","Healthcare & Nursing Jobs",22000,"careworx.co.uk","Mid-Level"
"262",439,46628353," care assistant  domiciliary care","Slough","part_time","","","Healthcare & Nursing Jobs",17280,"careworx.co.uk","Mid-Level"
"263",443,46628410," qualified psychological wellbeing practitioners x ","Nottinghamshire","part_time","","","Healthcare & Nursing Jobs",31680,"careworx.co.uk","Mid-Level"
"264",444,46628411," psychological wellbeing practitioner north ","Lincolnshire","part_time","","","Healthcare & Nursing Jobs",36480,"careworx.co.uk","Mid-Level"
"265",445,46628412," high intensity therapists or cbt therapists ","Lancashire","full_time","","","Healthcare & Nursing Jobs",44160,"careworx.co.uk","Mid-Level"
"266",448,46628461," rgn  carehome","Arbroath","full_time","","","Healthcare & Nursing Jobs",22080,"careworx.co.uk","Mid-Level"
"267",459,46628641," home care workers three rivers","Watford","part_time","","","Healthcare & Nursing Jobs",14016,"careworx.co.uk","Mid-Level"
"268",466,46628716," care workers needed in ","York","part_time","","","Healthcare & Nursing Jobs",14553,"careworx.co.uk","Mid-Level"
"269",467,46628717," weekend care workers required in ","York","part_time","","","Healthcare & Nursing Jobs",16051,"careworx.co.uk","Mid-Level"
"270",468,46628733," care workers ","Weymouth","part_time","","","Healthcare & Nursing Jobs",17875,"careworx.co.uk","Mid-Level"
"271",470,46628739," care workers  ","Lyme Regis","part_time","","","Healthcare & Nursing Jobs",17875,"careworx.co.uk","Mid-Level"
"272",471,46628740," care assistants ","Dorchester","part_time","","","Healthcare & Nursing Jobs",17875,"careworx.co.uk","Mid-Level"
"273",474,46628746," carers ","Dorchester","part_time","","","Healthcare & Nursing Jobs",17875,"careworx.co.uk","Mid-Level"
"274",476,46628750," carers  ","Lyme Regis","part_time","","","Healthcare & Nursing Jobs",17875,"careworx.co.uk","Mid-Level"
"275",487,46628784," advanced nurse","Leicester","","","","Healthcare & Nursing Jobs",79680,"careworx.co.uk","Mid-Level"
"276",490,46628797," dentist  ","East Sussex","part_time","","","Healthcare & Nursing Jobs",27500,"careworx.co.uk","Mid-Level"
"277",491,46628805," home care workers ","UK","part_time","","","Healthcare & Nursing Jobs",14016,"careworx.co.uk","Mid-Level"
"278",493,46628809," team coordinator ","Luton","full_time","","","Healthcare & Nursing Jobs",24518,"careworx.co.uk","Mid-Level"
"279",494,46628810," youth justice officer ","Luton","full_time","","","Healthcare & Nursing Jobs",30720,"careworx.co.uk","Mid-Level"
"280",502,46628851," registerd nurse","Wheatley","full_time","","","Healthcare & Nursing Jobs",23040,"careworx.co.uk","Mid-Level"
"281",507,46628877," specialist dementia nurse","UK","full_time","","","Healthcare & Nursing Jobs",34000,"careworx.co.uk","Mid-Level"
"282",509,46628881," nurses and care assistants required in ","Deeside","","","","Healthcare & Nursing Jobs",19200,"careworx.co.uk","Mid-Level"
"283",512,46628905," paeds support workers","UK","part_time","","","Healthcare & Nursing Jobs",15456,"careworx.co.uk","Mid-Level"
"284",513,46628920," paeds support workers ","Staffordshire","part_time","","","Healthcare & Nursing Jobs",15523,"careworx.co.uk","Mid-Level"
"285",524,46629058," branch manager","Edgware","full_time","","","Healthcare & Nursing Jobs",32000,"careworx.co.uk","Senior"
"286",525,46629059," worker","Gloucester","part_time","","","Healthcare & Nursing Jobs",14880,"careworx.co.uk","Mid-Level"
"287",526,46629061," deputy home manager","Peterhead","full_time","","","Healthcare & Nursing Jobs",26400,"careworx.co.uk","Senior"
"288",529,46629067," quality manager","Glasgow","full_time","","","Healthcare & Nursing Jobs",47500,"careworx.co.uk","Senior"
"289",530,46629072," rmn  ","Chipping Norton","full_time","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Mid-Level"
"290",531,46629073," clinical lead  ","Chipping Norton","full_time","","","Healthcare & Nursing Jobs",28500,"careworx.co.uk","Senior"
"291",533,46629083," healthcare positions dundee","Dundee","","","","Healthcare & Nursing Jobs",39840,"careworx.co.uk","Mid-Level"
"292",536,46629101," chef ","Gravesend","part_time","","","Healthcare & Nursing Jobs",12960,"careworx.co.uk","Senior"
"293",540,46629163," care assistants required in ","Aberdeen","full_time","","","Healthcare & Nursing Jobs",11827,"careworx.co.uk","Mid-Level"
"294",541,46629215," home manager","UK","full_time","","","Healthcare & Nursing Jobs",34000,"careworx.co.uk","Senior"
"295",544,46629269," theatre staff anaesthetics and recovery nurse","Shropshire","full_time","","","Healthcare & Nursing Jobs",25500,"careworx.co.uk","Mid-Level"
"296",545,46629271," outpatients staff nurse","Surrey","full_time","","","Healthcare & Nursing Jobs",23250,"careworx.co.uk","Mid-Level"
"297",546,46629275," research nurses ","Oxford","","","","Healthcare & Nursing Jobs",52800,"careworx.co.uk","Mid-Level"
"298",550,46629336," bank catering assistant ","Bromsgrove","","","","Healthcare & Nursing Jobs",12345,"careworx.co.uk","Mid-Level"
"299",552,46629351," rgn  per hour","Blackpool","full_time","","","Healthcare & Nursing Jobs",24000,"careworx.co.uk","Mid-Level"
"300",557,46629386," care officers  on ","Stourport-On-Severn","part_time","","","Healthcare & Nursing Jobs",17011,"careworx.co.uk","Mid-Level"
"301",569,46629425," care assistant  nights","Bromsgrove","part_time","","","Healthcare & Nursing Jobs",17011,"careworx.co.uk","Senior"
"302",570,46629429," hospitality assistants  temporary positions for 6 months","Yarnton","part_time","","","Healthcare & Nursing Jobs",13440,"careworx.co.uk","Mid-Level"
"303",571,46629430," bank project worker","St. Leonards-On-Sea","","","","Healthcare & Nursing Jobs",17145,"careworx.co.uk","Mid-Level"
"304",572,46629431," project worker","St. Leonards-On-Sea","full_time","","","Healthcare & Nursing Jobs",17145,"careworx.co.uk","Mid-Level"
"305",573,46629482," operations manager","Huddersfield","full_time","","","Healthcare & Nursing Jobs",31500,"careworx.co.uk","Senior"
"306",574,46629484," mental health pharmacist band 7 ","Cheshire","full_time","","","Healthcare & Nursing Jobs",47040,"careworx.co.uk","Mid-Level"
"307",576,46629524," healthcare assistants ","Aberdeen","full_time","","","Healthcare & Nursing Jobs",23520,"careworx.co.uk","Senior"
"308",577,46629628," female support worker","Colchester","part_time","","","Healthcare & Nursing Jobs",13843,"careworx.co.uk","Mid-Level"
"309",578,46629629," bank support worker","Clacton-On-Sea","","","","Healthcare & Nursing Jobs",13708,"careworx.co.uk","Mid-Level"
"310",579,46629640," head of care  ","Coventry","full_time","","","Healthcare & Nursing Jobs",21500,"careworx.co.uk","Senior"
"311",580,46629645," nurses support workers healthcare assistants ","Borders","","","","Healthcare & Nursing Jobs",45120,"careworx.co.uk","Mid-Level"
"312",581,46629646," acute care nurses required ","Borders","","","","Healthcare & Nursing Jobs",45120,"careworx.co.uk","Mid-Level"
"313",584,46629652," acute care registered nurses required ","Glasgow","","","","Healthcare & Nursing Jobs",45600,"careworx.co.uk","Mid-Level"
"314",585,46629685," domestic assistant ","London","part_time","","","Healthcare & Nursing Jobs",18028,"careworx.co.uk","Mid-Level"
